School Name,City,Country,URL
Nazarbayev Intellectual School of Chemistry and Biology in Almaty,Almaty,Kazakhstan,
Nazarbayev Intellectual School of Chemistry and Biology in Atyrau,Atyrau,Kazakhstan,
Nazarbayev Intellectual School of Chemistry and Biology in Kyzylorda,Kyzylorda,Kazakhstan,
Nazarbayev Intellectual School of Chemistry and Biology in Petropavlovsk,Petropavlovsk,Kazakhstan,
Nazarbayev Intellectual School of Chemistry and Biology in Ust-Kamenogorsk,Ust-Kamenogorsk,Kazakhstan,
"Nazarbayev Intellectual School of Chemistry and Biology, Pavlodar",Pavlodar,Kazakhstan,
Nazarbayev Intellectual School of Nur-sultan,Nur-sultan,Kazakhstan,
Nazarbayev Intellectual School of Physics and Mathematics Semey,Semey,Kazakhstan,
Nazarbayev Intellectual School of Physics and Mathematics in Aktobe,Aktobe,Kazakhstan,
Nazarbayev Intellectual School of Physics and Mathematics in Kostanay,Kostanay,Kazakhstan,
Nazarbayev Intellectual School of Physics and Mathematics in Nur-Sultan,Nur-Sultan,Kazakhstan,
Nazarbayev Intellectual School of Physics and Mathematics in Taldykorgan,Taldykorgan,Kazakhstan,
Nazarbayev Intellectual School of Physics and Mathematics in Uralsk,Uralsk,Kazakhstan,
"Nazarbayev Intellectual School, Physics and Mathematics, Shymkent, Kazakhstan",Shymkent,Kazakhstan,
Nurorda High School Lyceum,Nur-sultan,Kazakhstan,
Nurorda International School,Nur-Sultan / Astana,Kazakhstan,
QSI Almaty International School,Almaty,Kazakhstan,
QSI International School of Astana,Nur-Sultan / Astana,Kazakhstan,
Spectrum International School,Nur-Sultan / Astana,Kazakhstan,
Tien Shan International School,Almaty,Kazakhstan,
Aga Khan Academy – Nairobi,Nairobi,Kenya,
Braeburn Garden Estate,Nairobi,Kenya,
Braeburn Garden Estate International School,Nairobi,Kenya,
Braeburn Garden Estate School,Nairobi,Kenya,
Braeburn Imani International School,Thika,Kenya,
Braeburn Kisumu International School,Kisumu,Kenya,
Braeburn Mombasa International School,Mombasa,Kenya,
Braeburn Nanyuki International School,Nanyuki,Kenya,
Braeburn School,Nairobi,Kenya,
Braeburn Schools – Nairobi,Nairobi,Kenya,
Brookhouse International School,Nairobi,Kenya,
Brookhouse School,Nairobi,Kenya,
Brookhouse Schools,Nairobi,Kenya,
Brookhurst International School,Nairobi,Kenya,
Cavina School,Nairobi,Kenya,
Crawford International School,Nairobi,Kenya,
Deenway International School,Mombasa,Kenya,
Emerald International School,Nairobi,Kenya,
German School Nairobi,Nairobi,Kenya,
Greensteds International School,Nakuru,Kenya,
Greenwood Groove Academy,Mombasa,Kenya,
Herald International School,Nairobi,Kenya,
Hillcrest International School,Nairobi,Kenya,
Hillcrest International Schools,Nairobi,Kenya,
International School of Kenya,Nairobi,Kenya,
Jaffery Academy,Mombasa,Kenya,
KenCada International Academy,Mombasa,Kenya,
Kenton College Preparatory School,Nairobi,Kenya,
Kilimani International School,Nairobi,Kenya,
Kivukoni School,Kilifi,Kenya,
Light International School,Nairobi,Kenya,
Light International School Mombasa,Mombasa,Kenya,
Lycée Denis Diderot,Nairobi,Kenya,
Makini Schools,Nairobi,Kenya,
Millennium Global School,Nairobi,Kenya,
Mombasa Academy,Mombasa,Kenya,
Montessori Learning Centre (MLC),Nairobi,Kenya,
Nairobi International School,Nairobi,Kenya,
Nairobi Jaffery Academy,Nairobi,Kenya,
Nairobi Waldorf School,Nairobi,Kenya,
Oshwal Academy Nairobi,Nairobi,Kenya,
Peponi House,Nairobi,Kenya,
Peponi School,Nairobi,Kenya,
Potterhouse School,Nairobi,Kenya,
Premier Academy,Nairobi,Kenya,
Rosslyn Academy,Nairobi,Kenya,
Rusinga School,Nairobi,Kenya,
"Rusinga Schools, Nairobi",Nairobi,Kenya,
SABIS International School,Nairobi,Kenya,
STEM International School,Nairobi,Kenya,
"St Andrew's School, Turi",Molo,Kenya,
St. Austin's Academy,Nairobi,Kenya,
St. Christopher's School,Nairobi,Kenya,
St. Mary's School Nairobi,Nairobi,Kenya,
Svenska Skolan i Nairobi,Nairobi,Kenya,
The Aga Khan Academy,Nairobi,Kenya,
The Aga Khan Academy Mombasa,Mombasa,Kenya,
"The Aga Khan Academy, Nairobi",Nairobi,Kenya,
The Banda School,Nairobi,Kenya,
The Nairobi Academy,Nairobi,Kenya,
The Netherlands School Society Nairobi,Nairobi,Kenya,
West Nairobi School,Nairobi,Kenya,
Woodcreek School,Nairobi,Kenya,
Woodland Star International School,Nairobi,Kenya,
Zuwena International School,Nairobi,Kenya,
A'Takamul International School,Kuwait,Kuwait,
Ajial Bilingual School,Kuwait,Kuwait,
Al Ghanim Bilingual School,Kuwait,Kuwait,
Al Ru'ya Bilingual School,Sabah Al Salem,Kuwait,
Al-Bayan Bilingual School,Kuwait,Kuwait,
Al-Bayan International School,Kuwait,Kuwait,
Al-Resala Bilingual School,Mahboula,Kuwait,
American Academy For Girls,Hawalli,Kuwait,
American Academy for Girls,Kuwait,Kuwait,
American Creativity Academy,Kuwait,Kuwait,
American German School,Kuwait,Kuwait,
American International School Kuwait,Kuwait,Kuwait,
American United School,Kuwait,Kuwait,
American United School of Kuwait,Kuwait City,Kuwait,
Cambridge English School,Kuwait,Kuwait,
Cambridge English School Hawally,,Kuwait,
Cambridge English School Mangaf,Hawalli,Kuwait,
Carmel School Kuwait,Kuwait,Kuwait,
Creative Children International School,Kuwait,Kuwait,
Danah Universal School of Kuwait,Kuwait,Kuwait,
Dasman Bilingual School,Kuwait,Kuwait,
English Academy,Surra,Kuwait,
Future Bilingual School,Kuwait,Kuwait,
Future Bilingual School for Boys and Future Bilingual School For Girls,Fahaheel,Kuwait,
Gulf British Academy,Kuwait,Kuwait,
Gulf English School,Kuwait,Kuwait,
Gulf English School Kuwait,,Kuwait,
Hayat Universal Bilingual School Kuwait,Kuwait,Kuwait,
"Ideal Education School, Kuwait",Kuwait,Kuwait,
India International School,Kuwait,Kuwait,
Indian Educational School,Kuwait,Kuwait,
Indian Public School,Kuwait,Kuwait,
Integrated Indian School,Kuwait,Kuwait,
International Academy of Kuwait,Kuwait,Kuwait,
International British School,Kuwait,Kuwait,
International British School Kuwait,,Kuwait,
Iqra'a Bilingual School,Kuwait,Kuwait,
Kuwait American School,Kuwait,Kuwait,
Kuwait Bilingual School,Kuwait,Kuwait,
Kuwait English School,Kuwait,Kuwait,
Kuwait International English School,Kuwait,Kuwait,
Kuwait National English School,Kuwait,Kuwait,
Lycée Francais de Koweit,Kuwait,Kuwait,
Manarat School-Kuwait,Salmiya,Kuwait,
New English School,Kuwait,Kuwait,
New Pakistan International School,Kuwait,Kuwait,
Oxford Academy,Kuwait,Kuwait,
The American Baccalaureate School,Kuwait,Kuwait,
The American School of Kuwait,Kuwait,Kuwait,
The British School of Kuwait,Kuwait,Kuwait,
The English Academy,Kuwait,Kuwait,
The English Playgroup,Kuwait,Kuwait,
The English Playgroup & Primary School Kuwait,Salwa,Kuwait,
"The English Primary School, Salmiya",Salmiya,Kuwait,
"The English Primary School, Salwa",Salwa,Kuwait,
The English School,Kuwait,Kuwait,
The English School Fahaheel,Kuwait,Kuwait,
The English School for Girls,Kuwait,Kuwait,
The Universal American School,Kuwait,Kuwait,
The Universal American School-Kuwait,Hawally,Kuwait,
Bishkek International School,,Kyrgyzstan,
Heathfield International School Vientiane,Vientiane,Laos,
Oscar Bilingual School,Vientiane,Laos,
Panyathip International School,,Laos,
Vientiane International School,,Laos,
Exupery International School,,Latvia,
International School of Riga,,Latvia,
Ahliah School,Beirut,Lebanon,
Al-Hayat International School (HIS),,Lebanon,
American Community School Beirut,,Lebanon,
Antonine International School,,Lebanon,
Eastwood International School,,Lebanon,
Houssam Eddine Hariri High School,Saida,Lebanon,
International College Beirut,Beirut,Lebanon,
LWIS Keserwan-Adma International School,,Lebanon,
LWIS-CiS CITY INTERNATIONAL SCHOOL,,Lebanon,
Learner's World International Schools,,Lebanon,
Wellspring Learning Community,Beirut,Lebanon,
American International School of Lesotho,Maseru,Lesotho,
"Machabeng College, International School Of Lesotho",Maseru,Lesotho,
American International School of Monrovia,Monrovia,Liberia,
American International School of Vilnius,,Lithuania,
International School of Luxembourg,,Luxembourg,
American School of Antananarivo,,Madagascar,
Bishop Mackenzie International School,,Malawi,
Mount Sinai International School,Lilongwe,Malawi,
Mount View Primary School,Blantyre,Malawi,
Nyasa Junior Academy,Blantyre,Malawi,
St Andrew's International High School,Blantyre,Malawi,
St Andrew's International Primary School,Blantyre,Malawi,
St. Andrew’s International High School,,Malawi,
Abedeen International School,Kuala Lumpur,Malaysia,
Alice Smith School,Kuala Lumpur,Malaysia,
Alnoor International School,Kuala Lumpur,Malaysia,
Asia Pacific International School,Kuala Lumpur,Malaysia,
Aspiration International Secondary School,Kuala Lumpur,Malaysia,
At-Tamimi International School,Kuala Lumpur,Malaysia,
Australian International School Malaysia,Kuala Lumpur,Malaysia,
Axcel International School,Kuala Lumpur,Malaysia,
Beaconhouse Malaysia,Kuala Lumpur,Malaysia,
Beaconhouse Malaysia Newlands International,Kuala Lumpur,Malaysia,
Beaconhouse Malaysia Sri Inai International,Kuala Lumpur,Malaysia,
Brighton International School,Kuala Lumpur,Malaysia,
Campus Rangers,Kuala Lumpur,Malaysia,
Cempaka International School,Kuala Lumpur,Malaysia,
Crescendo-HELP International School,Johor Bahru,Malaysia,
Dalat International School,Penang,Malaysia,
Dwi Emas International School,Kuala Lumpur,Malaysia,
Eagles Grammar International School,Kuala Lumpur,Malaysia,
Epsom College in Malaysia,Kuala Lumpur,Malaysia,
EtonHouse Malaysia,Kuala Lumpur,Malaysia,
EtonHouse Malaysia International School,,Malaysia,
Fairview International School Ipoh,,Malaysia,
Fairview International School Subang Jaya,Kuala Lumpur,Malaysia,
GEMS International School Tropicana Metropark,Kuala Lumpur,Malaysia,
"GEMS International School, Tropicana Metropark",Kuala Lumpur,Malaysia,
Garden International School,Kuala Lumpur,Malaysia,
Garden International School Kuala Lumpur,,Malaysia,
German School of Kuala Lumpur,Kuala Lumpur,Malaysia,
"Global Indian International School, Kuala Lumpur",Kuala Lumpur,Malaysia,
Global Modern International School,Kuala Lumpur,Malaysia,
Greenview Islamic International School,Kuala Lumpur,Malaysia,
HELP International School,Selangor,Malaysia,
Havil International School,Kuala Lumpur,Malaysia,
Hibiscus International School,Kuala Lumpur,Malaysia,
Hua Xia International School,Kuala Lumpur,Malaysia,
Idrissi International School,Kuala Lumpur,Malaysia,
Inspiros International School,Kuala Lumpur,Malaysia,
International Modern Arabic School,Kuala Lumpur,Malaysia,
International School @ Park City,,Malaysia,
International School of Kuala Lumpur,,Malaysia,
International School of Kuantan,,Malaysia,
King Henry VIII College,Kuala Lumpur,Malaysia,
Kingsley International School,Kuala Lumpur,Malaysia,
"Knewton Global Schools, Miri",Miri,Malaysia,
Kolej Tuanku Ja'afar (KTJ),Negeri Sembilan,Malaysia,
Lorna Whiston,Kuala Lumpur,Malaysia,
Lycée Francais de Kuala Lumpur,Kuala Lumpur,Malaysia,
MAZ International School,Kuala Lumpur,Malaysia,
Marefat International School,Kuala Lumpur,Malaysia,
Marlborough College,Johor,Malaysia,
Marlborough College Malaysia,Johor Bahru,Malaysia,
Matrix International School,Kuala Lumpur,Malaysia,
Mont Kiara International School,,Malaysia,
Mutiara International Grammar School,Kuala Lumpur,Malaysia,
Nexus International School,Putrajaya,Malaysia,
Nexus International School Malaysia,Kuala Lumpur,Malaysia,
"Nexus International School, Malaysia",Putrajaya,Malaysia,
Nilai International School,Kuala Lumpur,Malaysia,
Nobel International School,Kuala Lumpur,Malaysia,
Oakbridge International School,Kuala Lumpur,Malaysia,
Oasis International School - Kuala Lumpur,Telok Panglima Garan,Malaysia,
Oasis International School Kuala Lumpur,Kuala Lumpur,Malaysia,
Paragon Private & International School,Johor Bahru,Malaysia,
Pelita International School,Penang,Malaysia,
"Peninsula International School Australia, Malaysia Campus",Kuala Lumpur,Malaysia,
Pine Hills International School,Kuala Lumpur,Malaysia,
Prince of Wales Island International Primary School,,Malaysia,
Prince of Wales Island International School,,Malaysia,
Prince of Wales Island International School & POWIIS Primary,Penang,Malaysia,
Qosmo International School,Kuala Lumpur,Malaysia,
R.E.A.L. Schools Johor Bahru Campus,Johor Bahru,Malaysia,
Raffles American School,Johor Bahru,Malaysia,
Rafflesia International School,Kuala Lumpur,Malaysia,
Regent International School,Kuala Lumpur,Malaysia,
Repton International School,,Malaysia,
Repton International School Malaysia,Johor,Malaysia,
Repton Malaysia,Johor Bahru,Malaysia,
Sayfol International School,Kuala Lumpur,Malaysia,
Seri Omega Private & International School,Johor Bahru,Malaysia,
Seven Skies International School,Kuala Lumpur,Malaysia,
